original_title,Impact of Socioeconomic Factors on Educational Performance,,
original_indicator_code,,,
title_German,Einfluss sozioökonomischer Faktoren auf Schulleistungen,,
sdg,4,,
short_indicator_description,,,
short_indicator_description$de,Der Indikator misst inwiefern sozialer Hintergrund von Einfluss auf die schulischen Leistungen eines Schülers im jeweiligen Land ist.,,
short_indicator_description$en,The indicator monitors how one student’s social background influences his or her educational performance in a certain country.,,
long_indicator_description,,,
long_indicator_description$en$text,"This indicator, reported in the Social Inclusion Monitor Europe Index Report based on data from OECD PISA and Bertelsmann Stiftung, tackles how a society can be deemed socially just. It depends significantly – next to the issue of poverty prevention – on the distribution and organization of educational opportunities. The indicator monitors how one student’s social background influences his or her educational performance. Sweden, Denmark, Lithuania, Estonia, Croatia and Finland are the top-ranked EU countries in this dimension. At the same time, Finland and Estonia attained the best results in the last PISA survey of learning achievement levels. This demonstrates that a high degree of social justice and a well-performing school and training system don’t need to be incompatible goals.",,
long_indicator_description$en$baseunit,points,,
long_indicator_description$de$text,"Dieser Indikator aus dem 'Social Inclusion Monitor Europe Index Report' basiert auf den Daten von OECD PISA und der Bertelsmann-Stiftung. Er misst wie eine Gesellschaft  auf Grundlage der Verteilung und dem Einsatz von Bildungsmöglichkeiten – zusätzlich zur Armutsprävention – als sozial befunden werden kann. Der Indikator erhebt inwiefern der soziale Hintergrund Einfluss auf die schulischen Leistungen von Schülern hat. Schweden, Dänemark, Litauen, Estland, Kroatien und Finnland sind die Länder mit der besten Bewertung für diesen Indikator. Finnland und Estland haben die besten Ergebnisse in der aktuellen PISA Studie erzielt. Dies zeigt, dass ein hohes Maß an sozialer Gerechtigkeit und ein gut funktionierendes Bildungssystem in enger Verbindung stehen.",,
long_indicator_description$de$baseunit,Punkte,,
target,,,
target$type,less,,
target$value,0,,
target$rating,"0,2.5,5,7.5",,
target$explanation$de,"Die ermittelten Scores wurden standardisiert, weswegen der Optimalwert von dem wir ausgehen null ist.",,
target$explanation$en,"The scores are standardised, so that we aim for an optimal value of 0. ",,
target$target_reference,,,
target$tags,social,,
target$target,1.0,,
target$ministerial_responsibility,BMBF,,
target$other_relevant_SDGs,,,
scoring,,,
scoring$type,national,,
scoring$timestamp_data_host,2016,,
source,,,
source$type,inofficial,,
source$note,global,,
source$publisher,OECD,,
source$link,https://www.social-inclusion-monitor.eu/uploads/tx_itao_download/Studie_NW_Social-Justice-Index_2016_02.pdf,,
source$value,OKF,,
source$maintainer,OKF,,
source$license,"You are allowed to share, copy, extract from, and distribute PISA Products and parts thereof to third parties for noncommercial purposes. You may integrate PISA Products, or parts thereof, without modification, in your own materials",,
countries,,,
,2016,2015,2011
Estonia,1.8,1.8,2.2
Finland,2.5,2.5,2.4
Cyprus,2.8,2.8,
Italy,3,3,3.8
Sweden,3.4,3.4,5.8
Lithuania,3.6,3.6,4.5
Croatia,3.8,3.8,3.5
Spain,3.9,3.9,3.9
Greece,4.1,4.1,4.3
Netherlands,4.2,4.2,4.7
UK,4.8,4.8,6
Poland,4.8,4.8,5.8
Latvia,5,5,3
Portugal,5.2,5.2,5
Germany,5.6,5.6,7.9
Malta,5.6,5.6,
Slovenia,5.6,5.6,5.6
Luxembourg,5.8,5.8,7.2
Ireland,5.9,5.9,4.9
Denmark,6,6,5.2
Belgium,6.3,6.3,9.1
Romania,6.3,6.3,4.9
Austria,6.4,6.4,8
Czech Republic,6.8,6.8,5.7
Hungary,8.5,8.5,12.5
France,10.9,10.9,8.5
Bulgaria,11.5,11.5,10.3
Slovakia,13.4,13.4,6
